"","sampleCode","sampleCode.y","speciesCode","Plot.x","binomial","family","genus","plot_Binomial","Plot.y","Binomial","Abundance"
"PP_Tintay_24_Simarouba amara","MDP0080","MDP0080.mzXML","sim1ama","PP_Tintay_24","Simarouba amara","Simaroubaceae","Simarouba","PP_Tintay_24_Simarouba amara","PP_Tintay_24","Simarouba amara",1
"PP_Tintay_24_Ocotea aciphylla","MDP0057","MDP0057.mzXML","ocoaci","PP_Tintay_24","Ocotea aciphylla","Lauraceae","Ocotea","PP_Tintay_24_Ocotea aciphylla","PP_Tintay_24","Ocotea aciphylla",28
"PP_Tintay_24_Myrsine pellucida","MDP0053","MDP0053.mzXML","myr8pel","PP_Tintay_24","Myrsine pellucida","Primulaceae","Myrsine","PP_Tintay_24_Myrsine pellucida","PP_Tintay_24","Myrsine pellucida",2
"PP_Tintay_24_Siphoneugena occidentalis","MDP0081","MDP0081.mzXML","sip3occ","PP_Tintay_24","Siphoneugena occidentalis","Myrtaceae","Siphoneugena","PP_Tintay_24_Siphoneugena occidentalis","PP_Tintay_24","Siphoneugena occidentalis",2
"PP_Tintay_24_Ocotea puberula","MDP0060","MDP0060.mzXML","ocopub","PP_Tintay_24","Ocotea puberula","Lauraceae","Ocotea","PP_Tintay_24_Ocotea puberula","PP_Tintay_24","Ocotea puberula",6
"PP_Tintay_24_Vismia glabra","MDP0086","MDP0086.mzXML","visgla","PP_Tintay_24","Vismia glabra","Hypericaceae","Vismia","PP_Tintay_24_Vismia glabra","PP_Tintay_24","Vismia glabra",2
"PP_Tintay_24_Persea sphaerocarpa","MDP0065","MDP0065.mzXML","per6sph","PP_Tintay_24","Persea sphaerocarpa","Lauraceae","Persea","PP_Tintay_24_Persea sphaerocarpa","PP_Tintay_24","Persea sphaerocarpa",3
"PP_Tintay_24_Prunus stipulata","MDP0074","MDP0074.mzXML","pru2sti","PP_Tintay_24","Prunus stipulata","Rosaceae","Prunus","PP_Tintay_24_Prunus stipulata","PP_Tintay_24","Prunus stipulata",2
"PP_Tintay_24_Protium montanum","MDP0073","MDP0073.mzXML","pro2mon","PP_Tintay_24","Protium montanum","Burseraceae","Protium","PP_Tintay_24_Protium montanum","PP_Tintay_24","Protium montanum",15
"PP_Tintay_24_Sloanea fendleriana","MDP0082","MDP0082.mzXML","slofen","PP_Tintay_24","Sloanea fendleriana","Elaeocarpaceae","Sloanea","PP_Tintay_24_Sloanea fendleriana","PP_Tintay_24","Sloanea fendleriana",3
"PP_Tintay_24_Pleurothyrium LC-4542","MDP0066","MDP0066.mzXML","ple3LC4542","PP_Tintay_24","Pleurothyrium LC-4542","Lauraceae","Pleurothyrium","PP_Tintay_24_Pleurothyrium LC-4542",NA,NA,NA
"PP_Tintay_24_Nectandra NCH-72","MDP0055","MDP0055.mzXML","necNCH72","PP_Tintay_24","Nectandra NCH-72","Lauraceae","Nectandra","PP_Tintay_24_Nectandra NCH-72",NA,NA,NA
"PP_Tintay_24_Persea peruviana","MDP0064","MDP0064.mzXML","per6per","PP_Tintay_24","Persea peruviana","Lauraceae","Persea","PP_Tintay_24_Persea peruviana","PP_Tintay_24","Persea peruviana",3
"PP_Tintay_24_Persea areolatocostae","MDP0063","MDP0063.mzXML","per6are","PP_Tintay_24","Persea areolatocostae","Lauraceae","Persea","PP_Tintay_24_Persea areolatocostae","PP_Tintay_24","Persea areolatocostae",1
"PP_Tintay_25_Bathysa australis","MDP0093","MDP0093.mzXML","bat1aus","PP_Tintay_25","Bathysa australis","Rubiaceae","Bathysa","PP_Tintay_25_Bathysa australis","PP_Tintay_25","Bathysa australis",6
"PP_Tintay_25_Myrcia fallax","MDP0130","MDP0130.mzXML","myr2fal","PP_Tintay_25","Myrcia fallax","Myrtaceae","Myrcia","PP_Tintay_25_Myrcia fallax","PP_Tintay_25","Myrcia fallax",4
"PP_Tintay_25_Meriania AF-16998","MDP0123","MDP0123.mzXML","mer1AF16998","PP_Tintay_25","Meriania AF-16998","Melastomataceae","Meriania","PP_Tintay_25_Meriania AF-16998",NA,NA,NA
"PP_Tintay_25_Coussarea boliviensis","MDP0099","MDP0099.mzXML","cou3bol","PP_Tintay_25","Coussarea boliviensis","Rubiaceae","Coussarea","PP_Tintay_25_Coussarea boliviensis","PP_Tintay_25","Coussarea boliviensis",1
"PP_Tintay_25_Miconia multispicata","MDP0127","MDP0127.mzXML","mic1mul","PP_Tintay_25","Miconia multispicata","Melastomataceae","Miconia","PP_Tintay_25_Miconia multispicata","PP_Tintay_25","Miconia multispicata",3
"PP_Tintay_25_Schizocalyx obovatus","MDP0156","MDP0156.mzXML","sch4obo","PP_Tintay_25","Schizocalyx obovatus","Rubiaceae","Schizocalyx","PP_Tintay_25_Schizocalyx obovatus","PP_Tintay_25","Schizocalyx obovatus",31
"PP_Tintay_25_Inga edulis","MDP0116","MDP0116.mzXML","ingedu","PP_Tintay_25","Inga edulis","Fabaceae","Inga","PP_Tintay_25_Inga edulis","PP_Tintay_25","Inga edulis",5
"PP_Tintay_25_Blakea multiflora","MDP0095","MDP0095.mzXML","blamul","PP_Tintay_25","Blakea multiflora","Melastomataceae","Blakea","PP_Tintay_25_Blakea multiflora","PP_Tintay_25","Blakea multiflora",28
"PP_Tintay_25_Alchornea triplinervia","MDP0089","MDP0089.mzXML","alctri","PP_Tintay_25","Alchornea triplinervia","Euphorbiaceae","Alchornea","PP_Tintay_25_Alchornea triplinervia","PP_Tintay_25","Alchornea triplinervia",3
"PP_Tintay_25_Aparisthmium cordatum","MDP0092","MDP0092.mzXML","apacor","PP_Tintay_25","Aparisthmium cordatum","Euphorbiaceae","Aparisthmium","PP_Tintay_25_Aparisthmium cordatum","PP_Tintay_25","Aparisthmium cordatum",1
"PP_Tintay_25_Croizatia NCH-25","MDP0100","MDP0100.mzXML","cro1NCH25","PP_Tintay_25","Croizatia NCH-25","Phyllanthaceae","Croizatia","PP_Tintay_25_Croizatia NCH-25",NA,NA,NA
"PP_Tintay_25_Bellucia gracilis","MDP0094","MDP0094.mzXML","belgra","PP_Tintay_25","Bellucia gracilis","Melastomataceae","Bellucia","PP_Tintay_25_Bellucia gracilis","PP_Tintay_25","Bellucia gracilis",5
"PP_Tintay_25_Alchornea glandulosa","MDP0088","MDP0088.mzXML","alcgla","PP_Tintay_25","Alchornea glandulosa","Euphorbiaceae","Alchornea","PP_Tintay_25_Alchornea glandulosa","PP_Tintay_25","Alchornea glandulosa",17
"PP_Tintay_25_Inga multinervis","MDP0118","MDP0118.mzXML","ingmul","PP_Tintay_25","Inga multinervis","Fabaceae","Inga","PP_Tintay_25_Inga multinervis","PP_Tintay_25","Inga multinervis",14
"PP_Tintay_25_Mabea macbridei","MDP0121","MDP0121.mzXML","mabmac","PP_Tintay_25","Mabea macbridei","Euphorbiaceae","Mabea","PP_Tintay_25_Mabea macbridei","PP_Tintay_25","Mabea macbridei",12
"PP_Tintay_25_Miconia centrodesma","MDP0125","MDP0125.mzXML","mic1cen","PP_Tintay_25","Miconia centrodesma","Melastomataceae","Miconia","PP_Tintay_25_Miconia centrodesma","PP_Tintay_25","Miconia centrodesma",7
"PP_Tintay_25_Weinmannia lechleriana","MDP0160","MDP0160.mzXML","weilec","PP_Tintay_25","Weinmannia lechleriana","Cunoniaceae","Weinmannia","PP_Tintay_25_Weinmannia lechleriana","PP_Tintay_25","Weinmannia lechleriana",4
"PP_Tintay_25_Elaeagia mariae","MDP0104","MDP0104.mzXML","elamar","PP_Tintay_25","Elaeagia mariae","Rubiaceae","Elaeagia","PP_Tintay_25_Elaeagia mariae","PP_Tintay_25","Elaeagia mariae",30
"PP_Tintay_25_Pourouma bicolor","MDP0144","MDP0144.mzXML","pou2bic","PP_Tintay_25","Pourouma bicolor","Urticaceae","Pourouma","PP_Tintay_25_Pourouma bicolor","PP_Tintay_25","Pourouma bicolor",6
"PP_Tintay_25_Pouteria bilocularis","MDP0147","MDP0147.mzXML","pou3bil","PP_Tintay_25","Pouteria bilocularis","Sapotaceae","Pouteria","PP_Tintay_25_Pouteria bilocularis","PP_Tintay_25","Pouteria bilocularis",1
"PP_Tintay_25_Endlicheria canescens","MDP0105","MDP0105.mzXML","endcan","PP_Tintay_25","Endlicheria canescens","Lauraceae","Endlicheria","PP_Tintay_25_Endlicheria canescens","PP_Tintay_25","Endlicheria canescens",4
"PP_Tintay_25_Dendropanax inaequalipedunculatus","MDP0102","MDP0102.mzXML","den2ina","PP_Tintay_25","Dendropanax inaequalipedunculatus","Araliaceae","Dendropanax","PP_Tintay_25_Dendropanax inaequalipedunculatus","PP_Tintay_25","Dendropanax inaequalipedunculatus",7
"PP_Tintay_25_Perebea guianensis","MDP0140","MDP0140.mzXML","per2gui","PP_Tintay_25","Perebea guianensis","Moraceae","Perebea","PP_Tintay_25_Perebea guianensis","PP_Tintay_25","Perebea guianensis",14
"PP_Tintay_25_Pouteria caimito","MDP0148","MDP0148.mzXML","pou3cai","PP_Tintay_25","Pouteria caimito","Sapotaceae","Pouteria","PP_Tintay_25_Pouteria caimito","PP_Tintay_25","Pouteria caimito",13
"PP_Tintay_25_Didymopanax AF-17370","MDP0103","MDP0103.mzXML","didAF17370","PP_Tintay_25","Didymopanax AF-17370","Araliaceae","Didymopanax","PP_Tintay_25_Didymopanax AF-17370",NA,NA,NA
"PP_Tintay_25_Inga LC-4134B","MDP0117","MDP0117.mzXML","ingLC4134B","PP_Tintay_25","Inga LC-4134B","Fabaceae","Inga","PP_Tintay_25_Inga LC-4134B",NA,NA,NA
"PP_Tintay_25_Helicostylis tovarensis","MDP0111","MDP0111.mzXML","hel2tov","PP_Tintay_25","Helicostylis tovarensis","Moraceae","Helicostylis","PP_Tintay_25_Helicostylis tovarensis","PP_Tintay_25","Helicostylis tovarensis",9
"PP_Tintay_25_Pouteria cuspidata","MDP0149","MDP0149.mzXML","pou3cus","PP_Tintay_25","Pouteria cuspidata","Sapotaceae","Pouteria","PP_Tintay_25_Pouteria cuspidata","PP_Tintay_25","Pouteria cuspidata",1
"PP_Tintay_25_Guatteria punctata","MDP0110","MDP0110.mzXML","gua4pun","PP_Tintay_25","Guatteria punctata","Annonaceae","Guatteria","PP_Tintay_25_Guatteria punctata","PP_Tintay_25","Guatteria punctata",6
"PP_Tintay_25_Pourouma minor","MDP0145","MDP0145.mzXML","pou2min","PP_Tintay_25","Pourouma minor","Urticaceae","Pourouma","PP_Tintay_25_Pourouma minor","PP_Tintay_25","Pourouma minor",10
"PP_Tintay_25_Palicourea tinctoria","MDP0139","MDP0139.mzXML","paltin","PP_Tintay_25","Palicourea tinctoria","Rubiaceae","Palicourea","PP_Tintay_25_Palicourea tinctoria","PP_Tintay_25","Palicourea tinctoria",3
"PP_Tintay_25_Myrcia sintenisii","MDP0131","MDP0131.mzXML","myr2sin","PP_Tintay_25","Myrcia sintenisii","Myrtaceae","Myrcia","PP_Tintay_25_Myrcia sintenisii","PP_Tintay_25","Myrcia sintenisii",1
"PP_Tintay_25_Hirtella triandra","MDP0113","MDP0113.mzXML","hir2tri","PP_Tintay_25","Hirtella triandra","Chrysobalanaceae","Hirtella","PP_Tintay_25_Hirtella triandra","PP_Tintay_25","Hirtella triandra",4
"PP_Tintay_25_Miconia AF-7149","MDP0124","MDP0124.mzXML","mic1AF7149","PP_Tintay_25","Miconia AF-7149","Melastomataceae","Miconia","PP_Tintay_25_Miconia AF-7149",NA,NA,NA
"PP_Tintay_25_Miconia elongata","MDP0126","MDP0126.mzXML","mic1elo","PP_Tintay_25","Miconia elongata","Melastomataceae","Miconia","PP_Tintay_25_Miconia elongata","PP_Tintay_25","Miconia elongata",6
"PP_Tintay_25_Hieronyma GAT-658","MDP0112","MDP0112.mzXML","hieGAT658","PP_Tintay_25","Hieronyma GAT-658","Phyllanthaceae","Hieronyma","PP_Tintay_25_Hieronyma GAT-658",NA,NA,NA
"PP_Tintay_25_Pseudolmedia LC-4490","MDP0153","MDP0153.mzXML","pse2LC4490","PP_Tintay_25","Pseudolmedia LC-4490","Moraceae","Pseudolmedia","PP_Tintay_25_Pseudolmedia LC-4490",NA,NA,NA
"PP_Tintay_25_Erisma NCH-237","MDP0106","MDP0106.mzXML","eri2NCH237","PP_Tintay_25","Erisma NCH-237","Vochysiaceae","Erisma","PP_Tintay_25_Erisma NCH-237",NA,NA,NA
"PP_Tintay_25_Ficus americana","MDP0108","MDP0108.mzXML","ficame","PP_Tintay_25","Ficus americana","Moraceae","Ficus","PP_Tintay_25_Ficus americana","PP_Tintay_25","Ficus americana",2
"PP_Tintay_25_Calyptranthes longifolia","MDP0096","MDP0096.mzXML","cal7lon","PP_Tintay_25","Calyptranthes longifolia","Myrtaceae","Calyptranthes","PP_Tintay_25_Calyptranthes longifolia","PP_Tintay_25","Calyptranthes longifolia",5
"PP_Tintay_25_Neea LC-2607","MDP0133","MDP0133.mzXML","neeLC2607","PP_Tintay_25","Neea LC-2607","Nyctaginaceae","Neea","PP_Tintay_25_Neea LC-2607",NA,NA,NA
"PP_Tintay_25_Coccoloba mollis","MDP0098","MDP0098.mzXML","coc1mol","PP_Tintay_25","Coccoloba mollis","Polygonaceae","Coccoloba","PP_Tintay_25_Coccoloba mollis","PP_Tintay_25","Coccoloba mollis",7
"PP_Tintay_25_Eugenia florida","MDP0107","MDP0107.mzXML","eugflo","PP_Tintay_25","Eugenia florida","Myrtaceae","Eugenia","PP_Tintay_25_Eugenia florida","PP_Tintay_25","Eugenia florida",7
"PP_Tintay_25_Annona RSS-85","MDP0091","MDP0091.mzXML","annRSS85","PP_Tintay_25","Annona RSS-85","Annonaceae","Annona","PP_Tintay_25_Annona RSS-85",NA,NA,NA
"PP_Tintay_25_Protium montanum","MDP0150","MDP0150.mzXML","pro2mon","PP_Tintay_25","Protium montanum","Burseraceae","Protium","PP_Tintay_25_Protium montanum","PP_Tintay_25","Protium montanum",9
"PP_Tintay_25_Rauvolfia leptophylla","MDP0154","MDP0154.mzXML","rau2lep","PP_Tintay_25","Rauvolfia leptophylla","Apocynaceae","Rauvolfia","PP_Tintay_25_Rauvolfia leptophylla","PP_Tintay_25","Rauvolfia leptophylla",3
"PP_Tintay_25_Siparuna thecaphora","MDP0157","MDP0157.mzXML","sip1the","PP_Tintay_25","Siparuna thecaphora","Siparunaceae","Siparuna","PP_Tintay_25_Siparuna thecaphora","PP_Tintay_25","Siparuna thecaphora",1
"PP_Tintay_25_Mollinedia repanda","MDP0129","MDP0129.mzXML","molrep","PP_Tintay_25","Mollinedia repanda","Monimiaceae","Mollinedia","PP_Tintay_25_Mollinedia repanda","PP_Tintay_25","Mollinedia repanda",2
"PP_Tintay_25_Pleurothyrium trianae","MDP0143","MDP0143.mzXML","ple3tri","PP_Tintay_25","Pleurothyrium trianae","Lauraceae","Pleurothyrium","PP_Tintay_25_Pleurothyrium trianae","PP_Tintay_25","Pleurothyrium trianae",21
"PP_Tintay_25_Schefflera vinosa","MDP0155","MDP0155.mzXML","sch2vin","PP_Tintay_25","Schefflera vinosa","Araliaceae","Schefflera","PP_Tintay_25_Schefflera vinosa",NA,NA,NA
"PP_Tintay_25_Prunus LC-4596","MDP0151","MDP0151.mzXML","pru2LC4596","PP_Tintay_25","Prunus LC-4596","Rosaceae","Prunus","PP_Tintay_25_Prunus LC-4596",NA,NA,NA
"PP_Tintay_25_Aniba muca","MDP0090","MDP0090.mzXML","animuc","PP_Tintay_25","Aniba muca","Lauraceae","Aniba","PP_Tintay_25_Aniba muca","PP_Tintay_25","Aniba muca",4
"PP_Tintay_25_Casearia arborea","MDP0097","MDP0097.mzXML","casarb","PP_Tintay_25","Casearia arborea","Salicaceae","Casearia","PP_Tintay_25_Casearia arborea","PP_Tintay_25","Casearia arborea",3
"PP_Tintay_25_Cupania CMG-2731","MDP0101","MDP0101.mzXML","cupCMG2731","PP_Tintay_25","Cupania CMG-2731","Sapindaceae","Cupania","PP_Tintay_25_Cupania CMG-2731",NA,NA,NA
"PP_Tintay_25_Mollinedia ovata","MDP0128","MDP0128.mzXML","molova","PP_Tintay_25","Mollinedia ovata","Monimiaceae","Mollinedia","PP_Tintay_25_Mollinedia ovata","PP_Tintay_25","Mollinedia ovata",8
"PP_Tintay_25_Pleurothyrium LC-4542","MDP0142","MDP0142.mzXML","ple3LC4542","PP_Tintay_25","Pleurothyrium LC-4542","Lauraceae","Pleurothyrium","PP_Tintay_25_Pleurothyrium LC-4542",NA,NA,NA
"PP_Tintay_25_Pouteria baehniana","MDP0146","MDP0146.mzXML","pou3bae","PP_Tintay_25","Pouteria baehniana","Sapotaceae","Pouteria","PP_Tintay_25_Pouteria baehniana","PP_Tintay_25","Pouteria baehniana",5
"PP_Tintay_25_Inga striata","MDP0119","MDP0119.mzXML","ingstr1","PP_Tintay_25","Inga striata","Fabaceae","Inga","PP_Tintay_25_Inga striata","PP_Tintay_25","Inga striata",1
"PP_Tintay_25_Sloanea pubescens","MDP0158","MDP0158.mzXML","slopub","PP_Tintay_25","Sloanea pubescens","Elaeocarpaceae","Sloanea","PP_Tintay_25_Sloanea pubescens","PP_Tintay_25","Sloanea pubescens",6
"PP_Tintay_25_Oreopanax trollii","MDP0138","MDP0138.mzXML","oretro","PP_Tintay_25","Oreopanax trollii","Araliaceae","Oreopanax","PP_Tintay_25_Oreopanax trollii","PP_Tintay_25","Oreopanax trollii",1
"PP_Tintay_25_Ocotea LC-6779","MDP0135","MDP0135.mzXML","ocoLC6779","PP_Tintay_25","Ocotea LC-6779","Lauraceae","Ocotea","PP_Tintay_25_Ocotea LC-6779",NA,NA,NA
"PP_Tintay_25_Ocotea aciphylla","MDP0134","MDP0134.mzXML","ocoaci","PP_Tintay_25","Ocotea aciphylla","Lauraceae","Ocotea","PP_Tintay_25_Ocotea aciphylla","PP_Tintay_25","Ocotea aciphylla",16
"PP_Tintay_25_Prunus stipulata","MDP0152","MDP0152.mzXML","pru2sti","PP_Tintay_25","Prunus stipulata","Rosaceae","Prunus","PP_Tintay_25_Prunus stipulata","PP_Tintay_25","Prunus stipulata",1
"PP_Tintay_25_Ocotea puberula","MDP0137","MDP0137.mzXML","ocopub","PP_Tintay_25","Ocotea puberula","Lauraceae","Ocotea","PP_Tintay_25_Ocotea puberula","PP_Tintay_25","Ocotea puberula",3
"PP_Tintay_25_Magnolia madidiensis","MDP0122","MDP0122.mzXML","mag1mad","PP_Tintay_25","Magnolia madidiensis","Magnoliaceae","Magnolia","PP_Tintay_25_Magnolia madidiensis","PP_Tintay_25","Magnolia madidiensis",1
"PP_Tintay_25_Gordonia fruticosa","MDP0109","MDP0109.mzXML","gorfru","PP_Tintay_25","Gordonia fruticosa","Theaceae","Gordonia","PP_Tintay_25_Gordonia fruticosa","PP_Tintay_25","Gordonia fruticosa",15
"PP_Tintay_25_Licania boliviensis","MDP0120","MDP0120.mzXML","lic1bol","PP_Tintay_25","Licania boliviensis","Chrysobalanaceae","Licania","PP_Tintay_25_Licania boliviensis","PP_Tintay_25","Licania boliviensis",2
"PP_Tintay_25_Inga alba","MDP0115","MDP0115.mzXML","ingalb","PP_Tintay_25","Inga alba","Fabaceae","Inga","PP_Tintay_25_Inga alba","PP_Tintay_25","Inga alba",5
"PP_Tintay_25_Nectandra NCH-72","MDP0132","MDP0132.mzXML","necNCH72","PP_Tintay_25","Nectandra NCH-72","Lauraceae","Nectandra","PP_Tintay_25_Nectandra NCH-72",NA,NA,NA
"PP_Tintay_25_Ilex amplifolia","MDP0114","MDP0114.mzXML","ileamp","PP_Tintay_25","Ilex amplifolia","Aquifoliaceae","Ilex","PP_Tintay_25_Ilex amplifolia","PP_Tintay_25","Ilex amplifolia",1
"PP_Tintay_25_Virola AEC-312","MDP0159","MDP0159.mzXML","virAEC312","PP_Tintay_25","Virola AEC-312","Myristicaceae","Virola","PP_Tintay_25_Virola AEC-312",NA,NA,NA
"PP_Tintay_25_Ocotea NCH-209","MDP0136","MDP0136.mzXML","ocoNCH209","PP_Tintay_25","Ocotea NCH-209","Lauraceae","Ocotea","PP_Tintay_25_Ocotea NCH-209",NA,NA,NA
"PP_Tintay_25_Persea sphaerocarpa","MDP0141","MDP0141.mzXML","per6sph","PP_Tintay_25","Persea sphaerocarpa","Lauraceae","Persea","PP_Tintay_25_Persea sphaerocarpa","PP_Tintay_25","Persea sphaerocarpa",2
"PP_Titiri_42_Clethra AF-10699","MDP0162","MDP0162.mzXML","cle3AF10699","PP_Titiri_42","Clethra AF-10699","Clethraceae","Clethra","PP_Titiri_42_Clethra AF-10699",NA,NA,NA
"PP_Titiri_42_Weinmannia davidsonii","MDP0188","MDP0188.mzXML","weidav","PP_Titiri_42","Weinmannia davidsonii","Cunoniaceae","Weinmannia","PP_Titiri_42_Weinmannia davidsonii","PP_Titiri_42","Weinmannia davidsonii",3
"PP_Titiri_42_Solanum maturecalvans","MDP0181","MDP0181.mzXML","solmat","PP_Titiri_42","Solanum maturecalvans","Solanaceae","Solanum","PP_Titiri_42_Solanum maturecalvans","PP_Titiri_42","Solanum maturecalvans",13
"PP_Titiri_42_Persea AF-15646","MDP0176","MDP0176.mzXML","per6AF15646","PP_Titiri_42","Persea AF-15646","Lauraceae","Persea","PP_Titiri_42_Persea AF-15646",NA,NA,NA
"PP_Titiri_42_Clusia sphaerocarpa","MDP0165","MDP0165.mzXML","clusph","PP_Titiri_42","Clusia sphaerocarpa","Clusiaceae","Clusia","PP_Titiri_42_Clusia sphaerocarpa","PP_Titiri_42","Clusia sphaerocarpa",1
"PP_Titiri_42_Weinmannia pinnata","MDP0190","MDP0190.mzXML","weipin","PP_Titiri_42","Weinmannia pinnata","Cunoniaceae","Weinmannia","PP_Titiri_42_Weinmannia pinnata","PP_Titiri_42","Weinmannia pinnata",45
"PP_Titiri_42_Oreopanax boliviensis","MDP0175","MDP0175.mzXML","orebol","PP_Titiri_42","Oreopanax boliviensis","Araliaceae","Oreopanax","PP_Titiri_42_Oreopanax boliviensis","PP_Titiri_42","Oreopanax boliviensis",3
"PP_Titiri_42_Symplocos quitensis","MDP0185","MDP0185.mzXML","sym2qui","PP_Titiri_42","Symplocos quitensis","Symplocaceae","Symplocos","PP_Titiri_42_Symplocos quitensis","PP_Titiri_42","Symplocos quitensis",11
"PP_Titiri_42_Hedyosmum scabrum","MDP0167","MDP0167.mzXML","hedsca","PP_Titiri_42","Hedyosmum scabrum","Chloranthaceae","Hedyosmum","PP_Titiri_42_Hedyosmum scabrum","PP_Titiri_42","Hedyosmum scabrum",36
"PP_Titiri_42_Ocotea LC-3806","MDP0174","MDP0174.mzXML","ocoLC3806","PP_Titiri_42","Ocotea LC-3806","Lauraceae","Ocotea","PP_Titiri_42_Ocotea LC-3806",NA,NA,NA
"PP_Titiri_42_Tibouchina calycina","MDP0187","MDP0187.mzXML","tibcal","PP_Titiri_42","Tibouchina calycina","Melastomataceae","Tibouchina","PP_Titiri_42_Tibouchina calycina","PP_Titiri_42","Tibouchina calycina",7
"NA_NA","MDP0189",NA,NA,NA,NA,NA,NA,"NA_NA",NA,NA,NA
"PP_Titiri_42_Miconia boliviensis","MDP0170","MDP0170.mzXML","mic1bol","PP_Titiri_42","Miconia boliviensis","Melastomataceae","Miconia","PP_Titiri_42_Miconia boliviensis","PP_Titiri_42","Miconia boliviensis",99
"PP_Titiri_42_Persea LC-3703","MDP0177","MDP0177.mzXML","per6LC3703","PP_Titiri_42","Persea LC-3703","Lauraceae","Persea","PP_Titiri_42_Persea LC-3703",NA,NA,NA
"PP_Titiri_42_Clethra GAT-2810","MDP0164","MDP0164.mzXML","cle3GAT2810","PP_Titiri_42","Clethra GAT-2810","Clethraceae","Clethra","PP_Titiri_42_Clethra GAT-2810",NA,NA,NA
"PP_Titiri_42_Meliosma petalodentata","MDP0169","MDP0169.mzXML","melpet","PP_Titiri_42","Meliosma petalodentata","Sabiaceae","Meliosma","PP_Titiri_42_Meliosma petalodentata","PP_Titiri_42","Meliosma petalodentata",1
"PP_Titiri_42_Miconia LC-3463","MDP0171","MDP0171.mzXML","mic1LC3463","PP_Titiri_42","Miconia LC-3463","Melastomataceae","Miconia","PP_Titiri_42_Miconia LC-3463",NA,NA,NA
"PP_Titiri_42_Ruagea glabra","MDP0179","MDP0179.mzXML","ruagla","PP_Titiri_42","Ruagea glabra","Meliaceae","Ruagea","PP_Titiri_42_Ruagea glabra","PP_Titiri_42","Ruagea glabra",61
"PP_Titiri_42_Symplocos mapiriensis","MDP0184","MDP0184.mzXML","sym2map","PP_Titiri_42","Symplocos mapiriensis","Symplocaceae","Symplocos","PP_Titiri_42_Symplocos mapiriensis","PP_Titiri_42","Symplocos mapiriensis",4
"PP_Titiri_42_Ilex LC-3781","MDP0168","MDP0168.mzXML","ileLC3781","PP_Titiri_42","Ilex LC-3781","Aquifoliaceae","Ilex","PP_Titiri_42_Ilex LC-3781",NA,NA,NA
"PP_Titiri_42_Tessmannianthus ECQ-74","MDP0186","MDP0186.mzXML","tesECQ74","PP_Titiri_42","Tessmannianthus ECQ-74","Melastomataceae","Tessmannianthus","PP_Titiri_42_Tessmannianthus ECQ-74",NA,NA,NA
"PP_Titiri_42_Critoniopsis choquetangensis","MDP0166","MDP0166.mzXML","cricho","PP_Titiri_42","Critoniopsis choquetangensis","Asteraceae","Critoniopsis","PP_Titiri_42_Critoniopsis choquetangensis","PP_Titiri_42","Critoniopsis choquetangensis",5
"PP_Titiri_42_Prunus integrifolia","MDP0178","MDP0178.mzXML","pru2int","PP_Titiri_42","Prunus integrifolia","Rosaceae","Prunus","PP_Titiri_42_Prunus integrifolia","PP_Titiri_42","Prunus integrifolia",7
"PP_Titiri_42_Solanum ochrophyllum","MDP0182","MDP0182.mzXML","soloch","PP_Titiri_42","Solanum ochrophyllum","Solanaceae","Solanum","PP_Titiri_42_Solanum ochrophyllum","PP_Titiri_42","Solanum ochrophyllum",1
"PP_Titiri_42_Solanum clandestinum","MDP0180","MDP0180.mzXML","solcla","PP_Titiri_42","Solanum clandestinum","Solanaceae","Solanum","PP_Titiri_42_Solanum clandestinum","PP_Titiri_42","Solanum clandestinum",3
"PP_Titiri_42_Clethra cardenasii","MDP0163","MDP0163.mzXML","cle3car","PP_Titiri_42","Clethra cardenasii","Clethraceae","Clethra","PP_Titiri_42_Clethra cardenasii","PP_Titiri_42","Clethra cardenasii",1
"PP_Titiri_42_Symplocos AF-19446","MDP0183","MDP0183.mzXML","sym2AF19446","PP_Titiri_42","Symplocos AF-19446","Symplocaceae","Symplocos","PP_Titiri_42_Symplocos AF-19446",NA,NA,NA
"PP_Titiri_42_Mollinedia repanda","MDP0172","MDP0172.mzXML","molrep","PP_Titiri_42","Mollinedia repanda","Monimiaceae","Mollinedia","PP_Titiri_42_Mollinedia repanda","PP_Titiri_42","Mollinedia repanda",15
"PP_Titiri_42_Ocotea ECQ-72","MDP0173","MDP0173.mzXML","ocoECQ72","PP_Titiri_42","Ocotea ECQ-72","Lauraceae","Ocotea","PP_Titiri_42_Ocotea ECQ-72",NA,NA,NA
"PP_Titiri_42_Axinaea glandulosa","MDP0161","MDP0161.mzXML","axigla","PP_Titiri_42","Axinaea glandulosa","Melastomataceae","Axinaea","PP_Titiri_42_Axinaea glandulosa","PP_Titiri_42","Axinaea glandulosa",44
"PP_Tocoaq_29_Miconia quadrialata","MDP0676","MDP0676.mzXML","mic1qua","PP_Tocoaq_29","Miconia quadrialata","Melastomataceae","Miconia","PP_Tocoaq_29_Miconia quadrialata",NA,NA,NA
"PP_Tocoaq_29_Meliosma petalodentata","MDP0667","MDP0667.mzXML","melpet","PP_Tocoaq_29","Meliosma petalodentata","Sabiaceae","Meliosma","PP_Tocoaq_29_Meliosma petalodentata",NA,NA,NA
